checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted
0_to_200DM,18,Critical_acct_other_loans_existing,furniture/equipment,7374,<100DM,unemployed,4,male_single,None,4,building_society_savings_agreement/life_insurance,40,stores,own,22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,15,Critical_acct_other_loans_existing,business,2326,500_to_1000DM,1_to_4yrs,2,male_single,None,4,car_or_other_nonsavings,27,bank,own,ue1,skilled_employee/official,1,No,yes,2
None,9,Existing_loans_paid_till_now,business,1449,<100DM,4_to_7yrs,3,female_divorced/separated/married,None,2,car_or_other_nonsavings,27,none,own,sp22,skilled_employee/official,1,No,yes,2
None,18,Existing_loans_paid_till_now,new_car,1820,<100DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,30,none,own,p1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,furniture/equipment,983,>1000DM,<1yr,1,female_divorced/separated/married,None,4,real_estate,19,none,rent,n1,unskilled_resident,1,No,yes,2
<0DM,36,Existing_loans_paid_till_now,new_car,3249,<100DM,4_to_7yrs,2,male_single,None,4,unknown/no_property,39,bank,for_free,c1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
<0DM,6,Critical_acct_other_loans_existing,radio/television,1957,<100DM,4_to_7yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,31,none,own,wl1,skilled_employee/official,1,No,yes,2
None,9,Critical_acct_other_loans_existing,furniture/equipment,2406,<100DM,unemployed,2,male_single,None,3,car_or_other_nonsavings,31,none,own,1,management_self-employed_highly_qualified/officer,1,No,yes,2
0_to_200DM,39,Delay_in_past,education,11760,100_to_500DM,4_to_7yrs,2,male_single,None,3,unknown/no_property,32,none,rent,uk1,skilled_employee/official,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,2578,<100DM,unemployed,3,female_divorced/separated/married,None,4,unknown/no_property,55,none,for_free,1,management_self-employed_highly_qualified/officer,1,No,yes,2
<0DM,36,Critical_acct_other_loans_existing,furniture/equipment,2348,<100DM,1_to_4yrs,3,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,46,none,own,za22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,new_car,1223,<100DM,>7yrs,1,male_divorced/separated,None,1,real_estate,46,none,rent,wi22,skilled_employee/official,1,No,yes,1
None,24,Critical_acct_other_loans_existing,radio/television,1516,>1000DM,1_to_4yrs,4,female_divorced/separated/married,None,1,real_estate,43,none,own,hc22,unskilled_resident,1,No,yes,2
None,18,Existing_loans_paid_till_now,radio/television,1473,<100DM,<1yr,3,male_married/widowed,None,4,real_estate,39,none,own,yr1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,18,Critical_acct_other_loans_existing,business,1887,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,4,real_estate,28,bank,own,22,skilled_employee/official,1,No,yes,2
None,24,Delay_in_past,business,8648,<100DM,<1yr,2,male_single,None,2,car_or_other_nonsavings,27,bank,own,w22,skilled_employee/official,1,Yes,yes,1
None,14,Delay_in_past,new_car,802,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,27,none,own,22,unskilled_resident,1,No,yes,2
0_to_200DM,18,Delay_in_past,new_car,2899,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,43,none,own,j1,skilled_employee/official,2,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,radio/television,2039,<100DM,<1yr,1,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,22,none,own,s1,skilled_employee/official,1,Yes,yes,1
None,24,Critical_acct_other_loans_existing,used_car,2197,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,43,none,own,m22,skilled_employee/official,2,Yes,yes,2
<0DM,15,Existing_loans_paid_till_now,radio/television,1053,<100DM,<1yr,4,male_married/widowed,None,2,real_estate,27,none,own,d1,skilled_employee/official,1,No,no,2
None,24,Existing_loans_paid_till_now,radio/television,3235,500_to_1000DM,>7yrs,3,male_divorced/separated,None,2,car_or_other_nonsavings,26,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
>200DM,12,Critical_acct_other_loans_existing,new_car,939,500_to_1000DM,4_to_7yrs,4,male_married/widowed,None,2,real_estate,28,none,own,zn333,skilled_employee/official,1,Yes,yes,1
0_to_200DM,24,Existing_loans_paid_till_now,radio/television,1967,<100DM,>7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,none,own,a1,skilled_employee/official,1,Yes,yes,2
None,33,Critical_acct_other_loans_existing,used_car,7253,<100DM,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,35,none,own,m22,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,12,Critical_acct_other_loans_existing,business,2292,<100DM,unemployed,4,male_single,None,2,car_or_other_nonsavings,42,stores,own,h22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,10,Existing_loans_paid_till_now,new_car,1597,500_to_1000DM,1_to_4yrs,3,male_single,None,2,unknown/no_property,40,none,rent,gn1,unskilled_resident,2,No,no,2
<0DM,24,Existing_loans_paid_till_now,new_car,1381,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,35,none,own,l1,skilled_employee/official,1,No,yes,1
None,36,Critical_acct_other_loans_existing,used_car,5842,<100DM,>7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,35,none,own,x22,skilled_employee/official,2,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,new_car,2579,<100DM,<1yr,4,male_single,None,1,real_estate,33,none,own,q1,unskilled_resident,2,No,yes,1
<0DM,18,Delay_in_past,education,8471,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,23,none,rent,e22,skilled_employee/official,1,Yes,yes,2
None,21,Existing_loans_paid_till_now,new_car,2782,500_to_1000DM,4_to_7yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,31,bank,own,f1,management_self-employed_highly_qualified/officer,1,No,yes,2
0_to_200DM,18,Existing_loans_paid_till_now,new_car,1042,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,33,none,own,1,skilled_employee/official,1,No,yes,1
None,15,Existing_loans_paid_till_now,new_car,3186,>1000DM,4_to_7yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,20,none,rent,fs1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,used_car,2028,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30,none,own,qm1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Critical_acct_other_loans_existing,new_car,958,<100DM,4_to_7yrs,2,male_single,None,3,real_estate,47,none,own,oj22,unskilled_resident,2,No,yes,2
None,21,Delay_in_past,furniture/equipment,1591,100_to_500DM,4_to_7yrs,4,male_single,None,3,real_estate,34,none,own,dj22,management_self-employed_highly_qualified/officer,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,furniture/equipment,2762,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,25,bank,own,1,skilled_employee/official,1,Yes,yes,1
0_to_200DM,18,Existing_loans_paid_till_now,used_car,2779,<100DM,1_to_4yrs,1,male_married/widowed,None,3,car_or_other_nonsavings,21,none,rent,mt1,skilled_employee/official,1,Yes,yes,2
None,28,Critical_acct_other_loans_existing,radio/television,2743,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,29,none,own,lu22,skilled_employee/official,1,No,yes,2
None,18,Critical_acct_other_loans_existing,radio/television,1149,>1000DM,1_to_4yrs,4,male_single,None,3,real_estate,46,none,own,22,skilled_employee/official,1,No,yes,2
None,9,Existing_loans_paid_till_now,furniture/equipment,1313,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,20,none,own,a1,skilled_employee/official,1,No,yes,2
<0DM,18,Critical_acct_other_loans_existing,repairs,1190,<100DM,unemployed,2,female_divorced/separated/married,None,4,unknown/no_property,55,none,for_free,333,unemployed/unskilled_nonresident,2,No,yes,1
None,5,Existing_loans_paid_till_now,business,3448,<100DM,4_to_7yrs,1,male_single,None,4,real_estate,74,none,own,v1,unskilled_resident,1,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,other,11328,<100DM,1_to_4yrs,2,male_single,co-applicant,3,car_or_other_nonsavings,29,bank,own,br22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
<0DM,6,Critical_acct_other_loans_existing,furniture/equipment,1872,<100DM,unemployed,4,male_single,None,4,unknown/no_property,36,none,for_free,333,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,24,Critical_acct_other_loans_existing,repairs,2058,<100DM,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,33,none,own,22,skilled_employee/official,1,Yes,yes,2
<0DM,9,Existing_loans_paid_till_now,furniture/equipment,2136,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,25,none,own,zg1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,radio/television,1484,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,None,1,real_estate,25,none,own,o1,skilled_employee/official,1,Yes,yes,1
None,6,Existing_loans_paid_till_now,repairs,660,500_to_1000DM,4_to_7yrs,2,male_married/widowed,None,4,real_estate,23,none,rent,q1,unskilled_resident,1,No,yes,2
None,24,Critical_acct_other_loans_existing,new_car,1287,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,37,none,own,z22,skilled_employee/official,1,Yes,yes,2
<0DM,42,Critical_acct_other_loans_existing,repairs,3394,<100DM,unemployed,4,male_single,co-applicant,4,car_or_other_nonsavings,65,none,own,22,unemployed/unskilled_nonresident,1,No,yes,2
>200DM,12,All_loans_paid_duly,business,609,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,26,none,own,p1,unemployed/unskilled_nonresident,1,No,yes,1
None,12,Existing_loans_paid_till_now,new_car,1884,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,39,none,own,e1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,1620,<100DM,1_to_4yrs,2,female_divorced/separated/married,co-applicant,3,building_society_savings_agreement/life_insurance,30,none,own,1,skilled_employee/official,1,No,yes,2
0_to_200DM,20,Delay_in_past,other,2629,<100DM,1_to_4yrs,2,male_single,None,3,car_or_other_nonsavings,29,bank,own,bg22,skilled_employee/official,1,Yes,yes,2
None,12,Existing_loans_paid_till_now,education,719,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41,bank,own,vm1,unskilled_resident,2,No,yes,1
0_to_200DM,48,Critical_acct_other_loans_existing,furniture/equipment,5096,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,30,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,9,Critical_acct_other_loans_existing,education,1244,Unknown_or_no_savings_acct,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,41,none,rent,22,unskilled_resident,1,No,yes,2
<0DM,36,Existing_loans_paid_till_now,new_car,1842,<100DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,34,none,own,x1,skilled_employee/official,1,Yes,yes,1
0_to_200DM,7,Existing_loans_paid_till_now,radio/television,2576,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_employee/official,1,No,yes,2
>200DM,12,Existing_loans_paid_till_now,furniture/equipment,1424,Unknown_or_no_savings_acct,>7yrs,3,female_divorced/separated/married,None,4,real_estate,55,none,own,z1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
0_to_200DM,15,Delay_in_past,repairs,1512,>1000DM,1_to_4yrs,3,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,61,stores,own,22,skilled_employee/official,1,No,yes,1
None,36,Critical_acct_other_loans_existing,used_car,11054,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30,none,own,nl1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,6,Existing_loans_paid_till_now,radio/television,518,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,1,real_estate,29,none,own,w1,skilled_employee/official,1,No,yes,2
None,12,No_loans_taken_or_all_paid,furniture/equipment,2759,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,34,none,own,n22,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,used_car,2670,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,24,Existing_loans_paid_till_now,new_car,4817,<100DM,4_to_7yrs,2,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,31,none,own,1,skilled_employee/official,1,Yes,yes,1
None,24,Existing_loans_paid_till_now,used_car,2679,<100DM,<1yr,4,female_divorced/separated/married,None,1,unknown/no_property,29,none,own,o1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,11,Critical_acct_other_loans_existing,new_car,3905,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,36,none,rent,b22,skilled_employee/official,2,No,yes,2
<0DM,12,Existing_loans_paid_till_now,used_car,3386,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,Yes,yes,1
<0DM,6,Existing_loans_paid_till_now,domestic_appliances,343,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,27,none,own,1,skilled_employee/official,1,No,yes,2
None,18,Existing_loans_paid_till_now,radio/television,4594,<100DM,<1yr,3,male_single,None,2,car_or_other_nonsavings,32,none,own,q1,skilled_employee/official,1,Yes,yes,2
<0DM,36,Existing_loans_paid_till_now,furniture/equipment,3620,<100DM,1_to_4yrs,1,male_single,guarantor,2,building_society_savings_agreement/life_insurance,37,none,own,d1,skilled_employee/official,2,No,yes,2
<0DM,15,Existing_loans_paid_till_now,new_car,1721,<100DM,<1yr,2,male_single,None,3,real_estate,36,none,own,gr1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,furniture/equipment,3017,<100DM,<1yr,3,female_divorced/separated/married,None,1,real_estate,34,none,rent,w1,management_self-employed_highly_qualified/officer,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,retraining,754,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,38,none,own,22,skilled_employee/official,1,No,yes,2
None,18,Existing_loans_paid_till_now,business,1950,<100DM,4_to_7yrs,4,male_single,None,1,car_or_other_nonsavings,34,stores,own,vr22,skilled_employee/official,1,Yes,yes,2
<0DM,24,Existing_loans_paid_till_now,used_car,2924,<100DM,1_to_4yrs,3,male_single,guarantor,4,unknown/no_property,63,bank,own,c1,skilled_employee/official,2,Yes,yes,2
<0DM,24,Delay_in_past,radio/television,1659,<100DM,<1yr,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,29,none,rent,skh1,unskilled_resident,1,Yes,yes,1
None,48,Delay_in_past,radio/television,7238,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,3,car_or_other_nonsavings,32,bank,own,22,skilled_employee/official,2,No,yes,2
None,33,Delay_in_past,business,2764,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,car_or_other_nonsavings,26,none,own,yo22,skilled_employee/official,1,Yes,yes,2
None,24,Delay_in_past,used_car,4679,<100DM,4_to_7yrs,3,male_single,None,3,car_or_other_nonsavings,35,none,own,e22,unskilled_resident,1,Yes,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,radio/television,3092,100_to_500DM,<1yr,3,male_married/widowed,None,2,car_or_other_nonsavings,22,none,rent,o1,skilled_employee/official,1,Yes,yes,1
<0DM,6,Existing_loans_paid_till_now,education,448,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,none,own,z1,skilled_employee/official,1,No,yes,1
<0DM,9,Existing_loans_paid_till_now,new_car,654,<100DM,1_to_4yrs,4,male_single,None,3,car_or_other_nonsavings,28,none,own,1,unskilled_resident,1,No,yes,1
None,6,Existing_loans_paid_till_now,retraining,1238,Unknown_or_no_savings_acct,unemployed,4,male_single,None,4,building_society_savings_agreement/life_insurance,36,none,own,1,management_self-employed_highly_qualified/officer,2,Yes,yes,2
0_to_200DM,18,Critical_acct_other_loans_existing,radio/television,1245,<100DM,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,33,none,own,a1,skilled_employee/official,1,No,yes,1
<0DM,18,No_loans_taken_or_all_paid,furniture/equipment,3114,<100DM,<1yr,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,26,none,rent,rvi1,skilled_employee/official,1,No,yes,1
None,39,Existing_loans_paid_till_now,used_car,2569,500_to_1000DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,24,none,own,n1,skilled_employee/official,1,No,yes,2
>200DM,24,Existing_loans_paid_till_now,radio/television,5152,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,25,bank,own,1,skilled_employee/official,1,No,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,business,1037,100_to_500DM,4_to_7yrs,3,male_single,None,4,real_estate,39,none,own,i1,unskilled_resident,1,No,yes,2
<0DM,15,Critical_acct_other_loans_existing,furniture/equipment,1478,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,44,none,own,veu22,skilled_employee/official,2,Yes,yes,2
0_to_200DM,12,Critical_acct_other_loans_existing,radio/television,3573,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,real_estate,23,none,own,1,unskilled_resident,1,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,new_car,1201,<100DM,<1yr,4,male_single,None,1,building_society_savings_agreement/life_insurance,26,none,own,vh1,skilled_employee/official,1,No,yes,2
